frame_path,source_dataset,standing,sitting,lying_down,crouching,arms_raised,walking,running,jumping,cycling,driving,dancing,playing,working,eating,drinking,exercising,still,moving,fast_motion,falling
data/external/actions/stanford40/drinking/drinking_001.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_002.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_003.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_004.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_005.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_006.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_007.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_008.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_009.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_010.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_011.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_012.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_013.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_014.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_015.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_016.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_017.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_018.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_019.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_020.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_021.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_022.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_023.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_024.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_025.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_026.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_027.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_028.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_029.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_030.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_031.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_032.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_033.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_034.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_035.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_036.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_037.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_038.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_039.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_040.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_041.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_042.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_043.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_044.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_045.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_046.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_047.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_048.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_049.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_050.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_051.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_052.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_053.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_054.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_055.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_056.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_057.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_058.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_059.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_060.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_061.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_062.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_063.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_064.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_065.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_066.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_067.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_068.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_069.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_070.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_071.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_072.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_073.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_074.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_075.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_076.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_077.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_078.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_079.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_080.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_081.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_082.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_083.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_084.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_085.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_086.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_087.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_088.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_089.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_090.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_091.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_092.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_093.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_094.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_095.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_096.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_097.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_098.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_099.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_100.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_101.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_102.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_103.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_104.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_105.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_106.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_107.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_108.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_109.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_110.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_111.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_112.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_113.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_114.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_115.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_116.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_117.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_118.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_119.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_120.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_121.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_122.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_123.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_124.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_125.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_126.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_127.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_128.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_129.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_130.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_131.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_132.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_133.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_134.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_135.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_136.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_137.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_138.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_139.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_140.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_141.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_142.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_143.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_144.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_145.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_146.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_147.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_148.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_149.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_150.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_151.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_152.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_153.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_154.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_155.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_156.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_157.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_158.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_159.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_160.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_161.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_162.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_163.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_164.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_165.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_166.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_167.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_168.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_169.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_170.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_171.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_172.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_173.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_174.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_175.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_176.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_177.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_178.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_179.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_180.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_181.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_182.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_183.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_184.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_185.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_186.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_187.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_188.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_189.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_190.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_191.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
data/external/actions/stanford40/drinking/drinking_192.jpg,folder_actions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
